"school","school_id","distance","hospital","school_latitude","school_longitude","hospital_latitude","hospital_id","hospital_longitude","city_school","city_hospital","id"
"Titirangi Rudolf Steiner School","4f67a9048aec108a6642acd812a9e6d0ff6f1232",NA,NA,-36.9520575,174.6410229,NA,NA,NA,"Auckland",NA,1
"Kristin School","28e2bc6a74b1fbc8855ca0258769a129ef99fa7f",NA,NA,-36.7427163,174.6915822,NA,NA,NA,"Auckland",NA,2
"Diocesan School for Girls","bcd4b484a359bf83a2bc5cefdd2dc8d79155a8c2",1.07176,"MercyAscot Epsom, Mercy Hospital",-36.8797359,174.7789698,-36.8733367,"611ddfbbc4049014df64392f238224245eeea148",174.7699663,"Auckland","Auckland",3
"Diocesan School for Girls","bcd4b484a359bf83a2bc5cefdd2dc8d79155a8c2",1.64292,"Greenlane Clinical Centre",-36.8797359,174.7789698,-36.894527,"53332f5498eb9e5a9d7675711ec4277adb1bfb2a",174.7797492,"Auckland","Auckland",4
"Diocesan School for Girls","bcd4b484a359bf83a2bc5cefdd2dc8d79155a8c2",1.75711,"District Nursing Clinic - Building 17",-36.8797359,174.7789698,-36.8955688,"d262a199b2f52611f72571fb4fb69b4e5af7f668",174.779118,"Auckland","Auckland",5
"Albany Senior High School","b619a9b54c9702ef2d61e5505dfe364b0c1d40ca",NA,NA,-36.7298758,174.6956777,NA,NA,NA,"Auckland",NA,6
"Auckland International College","94acaf9123deaa54c819b9667e5a1d1864daf806",NA,NA,-36.9223537,174.6976369,NA,NA,NA,"Auckland",NA,7
"St Cuthbert's College","84d63852fd74de6f83111dfa5be2ce3a342ede8c",0.79189,"Greenlane Clinical Centre",-36.8873974,174.7793807,-36.894527,"53332f5498eb9e5a9d7675711ec4277adb1bfb2a",174.7797492,"Auckland","Auckland",8
"St Cuthbert's College","84d63852fd74de6f83111dfa5be2ce3a342ede8c",0.90713,"District Nursing Clinic - Building 17",-36.8873974,174.7793807,-36.8955688,"d262a199b2f52611f72571fb4fb69b4e5af7f668",174.779118,"Auckland","Auckland",9
"St Cuthbert's College","84d63852fd74de6f83111dfa5be2ce3a342ede8c",0.92569,"Cornwall Complex Greenlane Clinical Centre",-36.8873974,174.7793807,-36.8957324,"9d23ad6bd8ffcbc1cc4e5120dc26ccc99bee89f3",174.7789732,"Auckland","Auckland",10
"Ficino School","52594f5afb3c0b057ce630de718e101a132c7e42",0.92674,"MercyAscot Epsom, Mercy Hospital",-36.8729208,174.759585,-36.8733367,"611ddfbbc4049014df64392f238224245eeea148",174.7699663,"Auckland","Auckland",11
"Ficino School","52594f5afb3c0b057ce630de718e101a132c7e42",1.69125,"Women's Assessment Unit",-36.8729208,174.759585,-36.8603767,"f285a5f3de495edea0bf99dc1975181c6c29b69d",174.7703561,"Auckland","Auckland",12
"Ficino School","52594f5afb3c0b057ce630de718e101a132c7e42",1.71281,"Auckland Hospital",-36.8729208,174.759585,-36.8599009,"9a072bd8f166c488941e3e64a8ca365eb974c5ea",174.7699005,"Auckland","Auckland",13
"Somerville Intermediate School","74c7157610d87ce2ced2941593e78cfad34bbeb9",2.31997,"Howick Health & Medical Centre",-36.9123859,174.9384631,-36.8955894,"1efe4d8a6943613df51eb71e4add84231fbd0761",174.9229653,"Auckland","Auckland",14
"Somerville Intermediate School","74c7157610d87ce2ced2941593e78cfad34bbeb9",2.45867,"Botany SuperClinic™ PUBLIC HOSPITAL",-36.9123859,174.9384631,-36.9221321,"267de8a4f25b16ef8047f6c46ad7d18a42bb7184",174.9136843,"Auckland","Auckland",15
"King's School","a0e268c7bf3e0bcf146f3f16d77ed710ab6eaf03",1.11293,"Ascot Hospital",-36.879428,174.793096,-36.887462,"16410b103060c1395bc94db386bf218f01296463",174.800568,"Auckland","Auckland",17
"King's School","a0e268c7bf3e0bcf146f3f16d77ed710ab6eaf03",1.11582,"Ascot Central",-36.879428,174.793096,-36.8880407,"d6df1acd8ed4caa6b3fc09f89d7046e8f43acd7d",174.7995545,"Auckland","Auckland",18
"King's School","a0e268c7bf3e0bcf146f3f16d77ed710ab6eaf03",1.13023,"Ascot Angiography",-36.879428,174.793096,-36.8876102,"5582334c43825b84d5e9e4475917a0c707564be5",174.8006452,"Auckland","Auckland",19
"Auckland Grammar School","29f5175a344711167e230772dc8b31be543bc00b",0.45423,"MercyAscot Epsom, Mercy Hospital",-36.869454,174.768354,-36.8733367,"611ddfbbc4049014df64392f238224245eeea148",174.7699663,"Auckland","Auckland",20
"Auckland Grammar School","29f5175a344711167e230772dc8b31be543bc00b",1.02305,"Women's Assessment Unit",-36.869454,174.768354,-36.8603767,"f285a5f3de495edea0bf99dc1975181c6c29b69d",174.7703561,"Auckland","Auckland",21
"Auckland Grammar School","29f5175a344711167e230772dc8b31be543bc00b",1.06909,"Auckland Hospital",-36.869454,174.768354,-36.8599009,"9a072bd8f166c488941e3e64a8ca365eb974c5ea",174.7699005,"Auckland","Auckland",22
"Henderson High School","c492f2e419c98ff3631d29c3b4b2a3b4fa78137a",1.22215,"Carnarvon Private Hospital",-36.8836465,174.6267401,-36.8726624,"9f5ec9e53e130e16941f52fa4be8e593ef48ac5a",174.6277287,"Auckland","Auckland",23
"Henderson High School","c492f2e419c98ff3631d29c3b4b2a3b4fa78137a",1.56693,"Waitakere Hospital",-36.8836465,174.6267401,-36.8697191,"116d828ef5aace28919d0a831034914e284ff4b0",174.6296303,"Auckland","Auckland",24
"Henderson High School","c492f2e419c98ff3631d29c3b4b2a3b4fa78137a",1.84701,"Lexall Care",-36.8836465,174.6267401,-36.8985368,"9338884455aebc841406a9a8deffef5f29f2925a",174.6359967,"Auckland","Auckland",25
"St Marys College","584ec64f1f6c9961af76f5c96fec4450b7357b81",1.36822,"St Genesis Care Hospital",-36.8455847,174.7484138,-36.8484597,"969576568719f22de31b108ed0d7dae70ad9a2dc",174.7633315,"Auckland","Auckland",26
"St Marys College","584ec64f1f6c9961af76f5c96fec4450b7357b81",2.4892,"Auckland Hospital",-36.8455847,174.7484138,-36.8599009,"9a072bd8f166c488941e3e64a8ca365eb974c5ea",174.7699005,"Auckland","Auckland",27
"St Marys College","584ec64f1f6c9961af76f5c96fec4450b7357b81",2.53345,"Fraser Mcdonald Unit",-36.8455847,174.7484138,-36.8578954,"9d4bbd8526457bd906c62545875b8d850a228997",174.7723365,"Auckland","Auckland",28
"Saint Kentigern Girls' School","d79978515f3ed6b13fa287e5a81c6151ac5adff2",0.83519,"Ascot Hospital",-36.881026,174.805424,-36.887462,"16410b103060c1395bc94db386bf218f01296463",174.800568,"Auckland","Auckland",29
"Saint Kentigern Girls' School","d79978515f3ed6b13fa287e5a81c6151ac5adff2",0.84581,"Ascot Angiography",-36.881026,174.805424,-36.8876102,"5582334c43825b84d5e9e4475917a0c707564be5",174.8006452,"Auckland","Auckland",30
"Saint Kentigern Girls' School","d79978515f3ed6b13fa287e5a81c6151ac5adff2",0.93797,"Ascot Central",-36.881026,174.805424,-36.8880407,"d6df1acd8ed4caa6b3fc09f89d7046e8f43acd7d",174.7995545,"Auckland","Auckland",31
"Balmoral School","faaff875b1b34317f8c16f9acbb31ae815e3105e",2.50417,"MercyAscot Epsom, Mercy Hospital",-36.8847932,174.7457672,-36.8733367,"611ddfbbc4049014df64392f238224245eeea148",174.7699663,"Auckland","Auckland",32
"Balmoral School","faaff875b1b34317f8c16f9acbb31ae815e3105e",3.05277,"Ranfurly Hospital",-36.8847932,174.7457672,-36.9097054,"36f1bb65f7a41ef917f8d2620ac633dc8a66eb6a",174.7602924,"Auckland","Auckland",33
"Balmoral School","faaff875b1b34317f8c16f9acbb31ae815e3105e",3.19924,"Cornwall Complex Greenlane Clinical Centre",-36.8847932,174.7457672,-36.8957324,"9d23ad6bd8ffcbc1cc4e5120dc26ccc99bee89f3",174.7789732,"Auckland","Auckland",34
"Ormiston Senior College","0eba29633cfba6293a4e901d195af24cdbefd3b9",1.19185,"Ormiston Hospital",-36.9671716,174.9181089,-36.9646002,"c4925ee648daad4febd7ced8061e38c65129dea3",174.9051143,"Auckland","Auckland",35
"Albany Junior High School","b1d12c4306c0229495c2042d01128930d17d347d",NA,NA,-36.7487414,174.6915972,NA,NA,NA,"Auckland",NA,38
"St Peter’s College","6816e7ad2a99e6c30d8ea34b7e1ae5e4ecabb9bb",0.71772,"Women's Assessment Unit",-36.8668001,174.7694189,-36.8603767,"f285a5f3de495edea0bf99dc1975181c6c29b69d",174.7703561,"Auckland","Auckland",39
"St Peter’s College","6816e7ad2a99e6c30d8ea34b7e1ae5e4ecabb9bb",0.72704,"MercyAscot Epsom, Mercy Hospital",-36.8668001,174.7694189,-36.8733367,"611ddfbbc4049014df64392f238224245eeea148",174.7699663,"Auckland","Auckland",40
"St Peter’s College","6816e7ad2a99e6c30d8ea34b7e1ae5e4ecabb9bb",0.76684,"Auckland Hospital",-36.8668001,174.7694189,-36.8599009,"9a072bd8f166c488941e3e64a8ca365eb974c5ea",174.7699005,"Auckland","Auckland",41
"Michael Park School","306505c58091d5ae41116faddbc94d02a89bad00",0.18662,"Mercy Parklands",-36.8928095,174.8155671,-36.8911279,"84be1eca4bc4cfe07b76ff0132a9dc3b388646d5",174.8155705,"Auckland","Auckland",42
"Michael Park School","306505c58091d5ae41116faddbc94d02a89bad00",1.44989,"Ascot Angiography",-36.8928095,174.8155671,-36.8876102,"5582334c43825b84d5e9e4475917a0c707564be5",174.8006452,"Auckland","Auckland",43
"Michael Park School","306505c58091d5ae41116faddbc94d02a89bad00",1.4628,"Ascot Hospital",-36.8928095,174.8155671,-36.887462,"16410b103060c1395bc94db386bf218f01296463",174.800568,"Auckland","Auckland",44
"Carmel College","765d4b3f95deb38b0b8e470cf50e4e2f9d8416bc",0.21972,"North Shore Hospital",-36.7791949,174.7572792,-36.7811728,"8d4514d35725535d84292b82c7e17c4f7629e46b",174.757391,"Auckland","Auckland",45
"Carmel College","765d4b3f95deb38b0b8e470cf50e4e2f9d8416bc",2.81243,"The Doctors Hauraki Corner",-36.7791949,174.7572792,-36.7973362,"15a0e52ca2d83fe6c8ceaea07905e33fc4aa6728",174.7792814,"Auckland","Auckland",46
"Carmel College","765d4b3f95deb38b0b8e470cf50e4e2f9d8416bc",3.7567,"Eversleigh Hospital",-36.7791949,174.7572792,-36.8046186,"013a5c6d2acaf821034ad3a2541789924c94637c",174.7850703,"Auckland","Auckland",47
"Freemans Bay School","7c4451106ed954024a904dff15c20e5c8310ec19",1.00647,"St Genesis Care Hospital",-36.8516646,174.7527745,-36.8484597,"969576568719f22de31b108ed0d7dae70ad9a2dc",174.7633315,"Auckland","Auckland",48
"Freemans Bay School","7c4451106ed954024a904dff15c20e5c8310ec19",1.7799,"Auckland Hospital",-36.8516646,174.7527745,-36.8599009,"9a072bd8f166c488941e3e64a8ca365eb974c5ea",174.7699005,"Auckland","Auckland",49
"Freemans Bay School","7c4451106ed954024a904dff15c20e5c8310ec19",1.84204,"Women's Assessment Unit",-36.8516646,174.7527745,-36.8603767,"f285a5f3de495edea0bf99dc1975181c6c29b69d",174.7703561,"Auckland","Auckland",50
"Avondale College","c4195566c6792424c7b5bfde816aeba52aa248bc",2.71822,"Sarah selwyn",-36.8902436,174.6903661,-36.8667,"ceb75c79025b39e1a530b9f6d58d7d5f978c4191",174.6987766,"Auckland","Auckland",51
"Avondale College","c4195566c6792424c7b5bfde816aeba52aa248bc",4.93281,"Lexall Care",-36.8902436,174.6903661,-36.8985368,"9338884455aebc841406a9a8deffef5f29f2925a",174.6359967,"Auckland","Auckland",52
"Hobsonville Point Secondary School","e1754881f95f39e1a922018cd86ceca2becdf6d0",4.55432,"St Margaret's Hospital",-36.7950424,174.6552811,-36.8360485,"2d0ac84e3a2e6237d74915dbd1cd8cd5ebec8005",174.6573394,"Auckland","Auckland",54
"Manurewa High School","460a2e9ea3e64d97dfdf327d72fa5b8033af8519",0.63021,"Manukau Superclinic",-37.011771,174.882604,-37.008278,"b46a6494a1d7209a5a35f9339822e36ff35d8680",174.888187,"Auckland","Auckland",57
"Elim Christian College Botany Campus","f01d961708c4c7d93436ce374eb1e76bfdf5aaa0",0.93651,"Botany SuperClinic™ PUBLIC HOSPITAL",-36.913851,174.915707,-36.9221321,"267de8a4f25b16ef8047f6c46ad7d18a42bb7184",174.9136843,"Auckland","Auckland",60
"Elim Christian College Botany Campus","f01d961708c4c7d93436ce374eb1e76bfdf5aaa0",2.12733,"Howick Health & Medical Centre",-36.913851,174.915707,-36.8955894,"1efe4d8a6943613df51eb71e4add84231fbd0761",174.9229653,"Auckland","Auckland",61
"Northcote College","d7265a64dd4412e962fa9d89def46ae7bd8c0c3f",3.74888,"North Shore Hospital",-36.8091679,174.7338819,-36.7811728,"8d4514d35725535d84292b82c7e17c4f7629e46b",174.757391,"Auckland","Auckland",63
"Northcote College","d7265a64dd4412e962fa9d89def46ae7bd8c0c3f",4.25892,"The Doctors Hauraki Corner",-36.8091679,174.7338819,-36.7973362,"15a0e52ca2d83fe6c8ceaea07905e33fc4aa6728",174.7792814,"Auckland","Auckland",64
"Northcote College","d7265a64dd4412e962fa9d89def46ae7bd8c0c3f",4.59568,"Eversleigh Hospital",-36.8091679,174.7338819,-36.8046186,"013a5c6d2acaf821034ad3a2541789924c94637c",174.7850703,"Auckland","Auckland",65
"Marist College","b194b92e88e136582ec616f26136ab34a060d1b5",2.98301,"Sarah selwyn",-36.8819153,174.7263581,-36.8667,"ceb75c79025b39e1a530b9f6d58d7d5f978c4191",174.6987766,"Auckland","Auckland",66
"Marist College","b194b92e88e136582ec616f26136ab34a060d1b5",4.00271,"MercyAscot Epsom, Mercy Hospital",-36.8819153,174.7263581,-36.8733367,"611ddfbbc4049014df64392f238224245eeea148",174.7699663,"Auckland","Auckland",67
"Marist College","b194b92e88e136582ec616f26136ab34a060d1b5",4.3197,"Ranfurly Hospital",-36.8819153,174.7263581,-36.9097054,"36f1bb65f7a41ef917f8d2620ac633dc8a66eb6a",174.7602924,"Auckland","Auckland",68
"Westlake Girls' High School","6cd1a92de64fae74630bccae7693e50744aaca80",0.58105,"North Shore Hospital",-36.782824,174.7512139,-36.7811728,"8d4514d35725535d84292b82c7e17c4f7629e46b",174.757391,"Auckland","Auckland",69
"Westlake Girls' High School","6cd1a92de64fae74630bccae7693e50744aaca80",2.97818,"The Doctors Hauraki Corner",-36.782824,174.7512139,-36.7973362,"15a0e52ca2d83fe6c8ceaea07905e33fc4aa6728",174.7792814,"Auckland","Auckland",70
"Westlake Girls' High School","6cd1a92de64fae74630bccae7693e50744aaca80",3.87049,"Eversleigh Hospital",-36.782824,174.7512139,-36.8046186,"013a5c6d2acaf821034ad3a2541789924c94637c",174.7850703,"Auckland","Auckland",71
"ACG Sunderland","80aa99a318361942776f30cbc22858d6a918d54f",0.67372,"Waitakere Hospital",-36.864368,174.633199,-36.8697191,"116d828ef5aace28919d0a831034914e284ff4b0",174.6296303,"Auckland","Auckland",72
"ACG Sunderland","80aa99a318361942776f30cbc22858d6a918d54f",0.83162,"Genral outpatients Clinic, Level 6",-36.864368,174.633199,-36.8662773,"c63ea0083dc4f20b9a191d418b1ed86dcc3a1bb5",174.6422176,"Auckland","Auckland",73
"ACG Sunderland","80aa99a318361942776f30cbc22858d6a918d54f",1.04172,"Carnarvon Private Hospital",-36.864368,174.633199,-36.8726624,"9f5ec9e53e130e16941f52fa4be8e593ef48ac5a",174.6277287,"Auckland","Auckland",74
"Botany Downs Secondary College","c6dff8df3b7d0aa6ed35558a1722e068c4780fcf",1.37562,"Botany SuperClinic™ PUBLIC HOSPITAL",-36.9343931,174.9159533,-36.9221321,"267de8a4f25b16ef8047f6c46ad7d18a42bb7184",174.9136843,"Auckland","Auckland",75
"Botany Downs Secondary College","c6dff8df3b7d0aa6ed35558a1722e068c4780fcf",3.48853,"Ormiston Hospital",-36.9343931,174.9159533,-36.9646002,"c4925ee648daad4febd7ced8061e38c65129dea3",174.9051143,"Auckland","Auckland",76
"Botany Downs Secondary College","c6dff8df3b7d0aa6ed35558a1722e068c4780fcf",4.35138,"Howick Health & Medical Centre",-36.9343931,174.9159533,-36.8955894,"1efe4d8a6943613df51eb71e4add84231fbd0761",174.9229653,"Auckland","Auckland",77
"Birkenhead College","ec4b83008a1ebef83bbfe35edbb165baba33f8a2",NA,NA,-36.799517,174.700861,NA,NA,NA,"Auckland",NA,78
"Milford School","146bd4954c48fd685293b07ffeea75c74326a4e5",0.72043,"North Shore Hospital",-36.7756246,174.7615814,-36.7811728,"8d4514d35725535d84292b82c7e17c4f7629e46b",174.757391,"Auckland","Auckland",79
"Milford School","146bd4954c48fd685293b07ffeea75c74326a4e5",2.88121,"The Doctors Hauraki Corner",-36.7756246,174.7615814,-36.7973362,"15a0e52ca2d83fe6c8ceaea07905e33fc4aa6728",174.7792814,"Auckland","Auckland",80
"Milford School","146bd4954c48fd685293b07ffeea75c74326a4e5",3.84033,"Eversleigh Hospital",-36.7756246,174.7615814,-36.8046186,"013a5c6d2acaf821034ad3a2541789924c94637c",174.7850703,"Auckland","Auckland",81
"Rangitoto College","1061620489f3b7baaa7a30a7456ba7a29bc17404",NA,NA,-36.7382111,174.7359813,NA,NA,NA,"Auckland",NA,82
"St Dominic's Girl’s Catholic College","20553ce15255954f4a71d01a91cb43a93724a968",0.66487,"Carnarvon Private Hospital",-36.869253,174.621597,-36.8726624,"9f5ec9e53e130e16941f52fa4be8e593ef48ac5a",174.6277287,"Auckland","Auckland",83
"St Dominic's Girl’s Catholic College","20553ce15255954f4a71d01a91cb43a93724a968",0.71814,"Waitakere Hospital",-36.869253,174.621597,-36.8697191,"116d828ef5aace28919d0a831034914e284ff4b0",174.6296303,"Auckland","Auckland",84
"St Dominic's Girl’s Catholic College","20553ce15255954f4a71d01a91cb43a93724a968",1.86807,"Genral outpatients Clinic, Level 6",-36.869253,174.621597,-36.8662773,"c63ea0083dc4f20b9a191d418b1ed86dcc3a1bb5",174.6422176,"Auckland","Auckland",85
"Takapuna Normal Intermediate","81b64e48fe2706f298da3c5dab4f819d9c5ce742",0.69733,"North Shore Hospital",-36.7871679,174.7550503,-36.7811728,"8d4514d35725535d84292b82c7e17c4f7629e46b",174.757391,"Auckland","Auckland",86
"Takapuna Normal Intermediate","81b64e48fe2706f298da3c5dab4f819d9c5ce742",2.43939,"The Doctors Hauraki Corner",-36.7871679,174.7550503,-36.7973362,"15a0e52ca2d83fe6c8ceaea07905e33fc4aa6728",174.7792814,"Auckland","Auckland",87
"Takapuna Normal Intermediate","81b64e48fe2706f298da3c5dab4f819d9c5ce742",3.30586,"Eversleigh Hospital",-36.7871679,174.7550503,-36.8046186,"013a5c6d2acaf821034ad3a2541789924c94637c",174.7850703,"Auckland","Auckland",88
"Epsom Girls' Grammar School","044fe1845a7aa95bb09173064a26e4319bc4b46e",0.6413,"MercyAscot Epsom, Mercy Hospital",-36.8773613,174.775128,-36.8733367,"611ddfbbc4049014df64392f238224245eeea148",174.7699663,"Auckland","Auckland",89
"Epsom Girls' Grammar School","044fe1845a7aa95bb09173064a26e4319bc4b46e",1.9323,"Women's Assessment Unit",-36.8773613,174.775128,-36.8603767,"f285a5f3de495edea0bf99dc1975181c6c29b69d",174.7703561,"Auckland","Auckland",90
"Epsom Girls' Grammar School","044fe1845a7aa95bb09173064a26e4319bc4b46e",1.94901,"Greenlane Clinical Centre",-36.8773613,174.775128,-36.894527,"53332f5498eb9e5a9d7675711ec4277adb1bfb2a",174.7797492,"Auckland","Auckland",91
"Massey High School","f706b65a5fc5dc49d4d5fd16f164fdbc993d448d",3.93682,"Waitakere Hospital",-36.8423105,174.6016041,-36.8697191,"116d828ef5aace28919d0a831034914e284ff4b0",174.6296303,"Auckland","Auckland",92
"Massey High School","f706b65a5fc5dc49d4d5fd16f164fdbc993d448d",4.0955,"Carnarvon Private Hospital",-36.8423105,174.6016041,-36.8726624,"9f5ec9e53e130e16941f52fa4be8e593ef48ac5a",174.6277287,"Auckland","Auckland",93
"Massey High School","f706b65a5fc5dc49d4d5fd16f164fdbc993d448d",4.49363,"Genral outpatients Clinic, Level 6",-36.8423105,174.6016041,-36.8662773,"c63ea0083dc4f20b9a191d418b1ed86dcc3a1bb5",174.6422176,"Auckland","Auckland",94
"Auckland Girls' Grammar School","379b2570e59d1836a4ac2957e8ac7844ae123d26",1.27113,"St Genesis Care Hospital",-36.856815,174.753582,-36.8484597,"969576568719f22de31b108ed0d7dae70ad9a2dc",174.7633315,"Auckland","Auckland",95
"Auckland Girls' Grammar School","379b2570e59d1836a4ac2957e8ac7844ae123d26",1.49498,"Auckland Hospital",-36.856815,174.753582,-36.8599009,"9a072bd8f166c488941e3e64a8ca365eb974c5ea",174.7699005,"Auckland","Auckland",96
"Auckland Girls' Grammar School","379b2570e59d1836a4ac2957e8ac7844ae123d26",1.54719,"Women's Assessment Unit",-36.856815,174.753582,-36.8603767,"f285a5f3de495edea0bf99dc1975181c6c29b69d",174.7703561,"Auckland","Auckland",97
"Torbay School","06ebfb77c69145e9fcab9b1bc7ff4fca3c3cd8a2",NA,NA,-36.7049708,174.7455939,NA,NA,NA,"Auckland",NA,98
"Western Springs College","9793576acfa63bc15a69d05ffd40827fdddff33c",1.75092,"Sarah selwyn",-36.8619653,174.7175075,-36.8667,"ceb75c79025b39e1a530b9f6d58d7d5f978c4191",174.6987766,"Auckland","Auckland",99
"Western Springs College","9793576acfa63bc15a69d05ffd40827fdddff33c",4.35277,"St Genesis Care Hospital",-36.8619653,174.7175075,-36.8484597,"969576568719f22de31b108ed0d7dae70ad9a2dc",174.7633315,"Auckland","Auckland",100
"Western Springs College","9793576acfa63bc15a69d05ffd40827fdddff33c",4.67768,"Auckland Hospital",-36.8619653,174.7175075,-36.8599009,"9a072bd8f166c488941e3e64a8ca365eb974c5ea",174.7699005,"Auckland","Auckland",101
"Mount Roskill Primary School","f2c4e77dd3fdd97c45c8bcc3989ea954db78d8ab",1.11725,"Ranfurly Hospital",-36.9110897,174.7478744,-36.9097054,"36f1bb65f7a41ef917f8d2620ac633dc8a66eb6a",174.7602924,"Auckland","Auckland",102
"Mount Roskill Primary School","f2c4e77dd3fdd97c45c8bcc3989ea954db78d8ab",3.25372,"Cornwall Complex Greenlane Clinical Centre",-36.9110897,174.7478744,-36.8957324,"9d23ad6bd8ffcbc1cc4e5120dc26ccc99bee89f3",174.7789732,"Auckland","Auckland",103
"Mount Roskill Primary School","f2c4e77dd3fdd97c45c8bcc3989ea954db78d8ab",3.27423,"District Nursing Clinic - Building 17",-36.9110897,174.7478744,-36.8955688,"d262a199b2f52611f72571fb4fb69b4e5af7f668",174.779118,"Auckland","Auckland",104
"Ilam School","bc2a1bf7adb3e7f89cc72f991374bbbe2babc84d",0.62761,"Upper Riccarton Medical Centre",-43.5260183,172.5804534,-43.5313348,"ef4668601bc5733ada7da2514b4e818f890c7931",172.5778293,"Christchurch","Christchurch",105
"Ilam School","bc2a1bf7adb3e7f89cc72f991374bbbe2babc84d",1.0412,"christchurch hospital",-43.5260183,172.5804534,-43.5304269,"8f699ddd17dea3ade0ee5bd94786a84b1ed415d8",172.5918192,"Christchurch","Christchurch",106
"Ilam School","bc2a1bf7adb3e7f89cc72f991374bbbe2babc84d",1.67579,"Riccarton Medical Practice",-43.5260183,172.5804534,-43.5329404,"621dd343f448cbe1ae329f5e89b8397dd32e6f94",172.5988718,"Christchurch","Christchurch",107
"Villa Maria College","c6653c40164501ac13280bb8d53cd430883a67ec",0.86922,"Upper Riccarton Medical Centre",-43.5289699,172.5675795,-43.5313348,"ef4668601bc5733ada7da2514b4e818f890c7931",172.5778293,"Christchurch","Christchurch",108
"Villa Maria College","c6653c40164501ac13280bb8d53cd430883a67ec",1.96614,"christchurch hospital",-43.5289699,172.5675795,-43.5304269,"8f699ddd17dea3ade0ee5bd94786a84b1ed415d8",172.5918192,"Christchurch","Christchurch",109
"Villa Maria College","c6653c40164501ac13280bb8d53cd430883a67ec",2.37909,"Laura Fergusson Trust Inc",-43.5289699,172.5675795,-43.5102501,"b57292515a0d98bddde836ee42ab55e2b93a5421",172.5818672,"Christchurch","Christchurch",110
"Westburn School","da8f415932453653a6534158ed3262c9cd529840",1.01123,"Laura Fergusson Trust Inc",-43.51216,172.56964,-43.5102501,"b57292515a0d98bddde836ee42ab55e2b93a5421",172.5818672,"Christchurch","Christchurch",111
"Westburn School","da8f415932453653a6534158ed3262c9cd529840",2.23089,"Upper Riccarton Medical Centre",-43.51216,172.56964,-43.5313348,"ef4668601bc5733ada7da2514b4e818f890c7931",172.5778293,"Christchurch","Christchurch",112
"Westburn School","da8f415932453653a6534158ed3262c9cd529840",2.70819,"christchurch hospital",-43.51216,172.56964,-43.5304269,"8f699ddd17dea3ade0ee5bd94786a84b1ed415d8",172.5918192,"Christchurch","Christchurch",113
"Avonhead School","9228a1a805849d7add8035538b0e9d73ac0a04f2",1.67706,"Upper Riccarton Medical Centre",-43.5242456,172.559514,-43.5313348,"ef4668601bc5733ada7da2514b4e818f890c7931",172.5778293,"Christchurch","Christchurch",114
"Avonhead School","9228a1a805849d7add8035538b0e9d73ac0a04f2",2.38418,"Laura Fergusson Trust Inc",-43.5242456,172.559514,-43.5102501,"b57292515a0d98bddde836ee42ab55e2b93a5421",172.5818672,"Christchurch","Christchurch",115
"Avonhead School","9228a1a805849d7add8035538b0e9d73ac0a04f2",2.70035,"christchurch hospital",-43.5242456,172.559514,-43.5304269,"8f699ddd17dea3ade0ee5bd94786a84b1ed415d8",172.5918192,"Christchurch","Christchurch",116
"Medbury School","0b3edabf5cf6995136b5c7f53c1a6dc69f095d6c",1.07138,"christchurch hospital",-43.5211452,172.5882248,-43.5304269,"8f699ddd17dea3ade0ee5bd94786a84b1ed415d8",172.5918192,"Christchurch","Christchurch",117
"Medbury School","0b3edabf5cf6995136b5c7f53c1a6dc69f095d6c",1.3151,"Laura Fergusson Trust Inc",-43.5211452,172.5882248,-43.5102501,"b57292515a0d98bddde836ee42ab55e2b93a5421",172.5818672,"Christchurch","Christchurch",118
"Medbury School","0b3edabf5cf6995136b5c7f53c1a6dc69f095d6c",1.40993,"Upper Riccarton Medical Centre",-43.5211452,172.5882248,-43.5313348,"ef4668601bc5733ada7da2514b4e818f890c7931",172.5778293,"Christchurch","Christchurch",119
"Burnside Primary School","0bdbfdc59695a8da7ddda96a54fe85fa892b604a",0.29453,"Laura Fergusson Trust Inc",-43.512482,172.5838326,-43.5102501,"b57292515a0d98bddde836ee42ab55e2b93a5421",172.5818672,"Christchurch","Christchurch",120
"Burnside Primary School","0bdbfdc59695a8da7ddda96a54fe85fa892b604a",2.09568,"christchurch hospital",-43.512482,172.5838326,-43.5304269,"8f699ddd17dea3ade0ee5bd94786a84b1ed415d8",172.5918192,"Christchurch","Christchurch",121
"Burnside Primary School","0bdbfdc59695a8da7ddda96a54fe85fa892b604a",2.1501,"Upper Riccarton Medical Centre",-43.512482,172.5838326,-43.5313348,"ef4668601bc5733ada7da2514b4e818f890c7931",172.5778293,"Christchurch","Christchurch",122
"Burnside High School","43ca0dbccd63febcb6227558939ff83dac59732c",0.50921,"Laura Fergusson Trust Inc",-43.507674,172.576659,-43.5102501,"b57292515a0d98bddde836ee42ab55e2b93a5421",172.5818672,"Christchurch","Christchurch",123
"Burnside High School","43ca0dbccd63febcb6227558939ff83dac59732c",2.63048,"Upper Riccarton Medical Centre",-43.507674,172.576659,-43.5313348,"ef4668601bc5733ada7da2514b4e818f890c7931",172.5778293,"Christchurch","Christchurch",124
"Burnside High School","43ca0dbccd63febcb6227558939ff83dac59732c",2.8094,"christchurch hospital",-43.507674,172.576659,-43.5304269,"8f699ddd17dea3ade0ee5bd94786a84b1ed415d8",172.5918192,"Christchurch","Christchurch",125
